_id,date,peptide_name,data_file,user,simulation,experimental,data_path,peptide_sequence,nanopore_name,voltage,buffer,time_sampling,added_noise,comments
7b78607e-f69f-4a95-8ee0-123bdbd2668e,5/31/25 12:44,PeptideE,peptide_E_simulated_single_channel_data_300s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,,"3-state, Idealized, no noise"
d7c1d70d-d03e-4a5f-9e18-8337cb612e0e,5/31/25 12:44,PeptideF,peptide_F_simulated_single_channel_data_300s_noisy_0_2_sd.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.2 std dev,"3-state, Gaussian noise (0.2 std dev)"
9cd7a4aa-2244-4806-9f02-d60921d65a21,5/31/25 12:44,PeptideF,peptide_F_simulated_single_channel_data_300s_noisy.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.1 std dev,"3-state, Gaussian noise (0.1 std dev)"
52bc8633-3e30-4122-953e-ba26915e53f6,5/31/25 12:44,PeptideF,peptide_F_simulated_single_channel_data_300s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,,"3-state, Idealized, no noise"
6b555448-072a-42de-b2c2-0fbbf0353afe,5/31/25 12:44,PeptideG,peptide_G_simulated_single_channel_data_1500s_noisy_0_2_sd.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.2 std dev,"3-state, Gaussian noise (0.2 std dev)"
e8654f78-f9f9-44b1-b4cd-d38ff047882f,5/31/25 12:44,PeptideG,peptide_G_simulated_single_channel_data_1500s_noisy.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.1 std dev,"3-state, Gaussian noise (0.1 std dev)"
3d8088ff-caae-4110-bc7e-22f8572f90db,5/31/25 12:44,PeptideG,peptide_G_simulated_single_channel_data_1500s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,,"3-state, Idealized, no noise"
4ce5045f-71ec-4378-9bf8-5f991f017729,5/31/25 12:44,PeptideH,peptide_H_simulated_single_channel_data_300s_noisy_0_2_sd.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.2 std dev,"4-state, Gaussian noise (0.2 std dev)"
7cd02eba-d0fd-49ec-abc9-83db6aeed095,5/31/25 12:44,PeptideH,peptide_H_simulated_single_channel_data_300s_noisy.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.1 std dev,"4-state, Gaussian noise (0.1 std dev)"
231b82fb-5061-4ee3-9f4d-215ef587f22e,5/31/25 12:44,PeptideH,peptide_H_simulated_single_channel_data_300s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,,"4-state, Idealized, no noise"
f365e5ba-abeb-46e8-b322-b984fc68510d,5/31/25 12:44,PeptideI,peptide_I_simulated_single_channel_data_300s_noisy_0_2_sd.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.2 std dev,"4-state, Gaussian noise (0.2 std dev)"
960e69f2-8ebf-4783-830a-9564020213d9,5/31/25 12:44,PeptideI,peptide_I_simulated_single_channel_data_300s_noisy.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.1 std dev,"4-state, Gaussian noise (0.1 std dev)"
acb262f8-1aab-4005-b963-9eb1e2c362eb,5/31/25 12:44,PeptideI,peptide_I_simulated_single_channel_data_300s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,,"4-state, Idealized, no noise"
804253d7-78b2-4b3d-9669-3e3803cafcd8,5/31/25 12:44,PeptideJ,peptide_J_simulated_single_channel_data_300s_noisy_0_2_sd.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.2 std dev,"4-state, Gaussian noise (0.2 std dev)"
86dfa224-795c-490c-afec-4dead99317b7,5/31/25 12:44,PeptideJ,peptide_J_simulated_single_channel_data_300s_noisy.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,gaussian 0.1 std dev,"4-state, Gaussian noise (0.1 std dev)"
df552afd-8188-4e35-baa6-274d9fda1efa,5/31/25 12:44,PeptideJ,peptide_J_simulated_single_channel_data_300s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-end-to-end-current-classification/data,,,,,1000,,"4-state, Idealized, no noise"
0660ec8c-21eb-46b0-948f-553ee4f0ac64,5/31/25 12:44,PeptideA,peptide_A_simulated_single_channel_data_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
be87536b-b85b-43c1-b750-7a1d295e870e,5/31/25 12:44,PeptideA,peptide_A_simulated_single_channel_data_for_prediction_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
cf344122-a280-489e-817e-cc8eb2db61a3,5/31/25 12:44,PeptideB,peptide_B_simulated_single_channel_data_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
47ed6c77-65f7-4784-afa6-e8fd5ab39d3b,5/31/25 12:44,PeptideB,peptide_B_simulated_single_channel_data_for_prediction_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
843823ef-bcae-4746-bbbd-65e854537f5f,5/31/25 12:44,PeptideC,peptide_C_simulated_single_channel_data_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
8e3e9b98-70aa-4860-bd14-27bce2ba1188,5/31/25 12:44,PeptideC,peptide_C_simulated_single_channel_data_for_prediction_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
2020a535-3323-4faf-bfa9-0723e25b248b,5/31/25 12:44,PeptideD,peptide_D_simulated_single_channel_data_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
d0a0ac3d-cb85-48d0-b641-fd12fe4a626c,5/31/25 12:44,PeptideD,peptide_D_simulated_single_channel_data_for_prediction_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
d93378bc-b927-4cbb-b8c9-23edd61da615,5/31/25 12:44,PeptideE,peptide_E_simulated_single_channel_data_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
3e10220a-e7b8-43d3-af15-a52e0c740efc,5/31/25 12:44,PeptideE,peptide_E_simulated_single_channel_data_for_prediction_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
5ec2ac15-2f19-42f5-82b3-73bdc9434c3d,5/31/25 12:44,PeptideF,peptide_F_simulated_single_channel_data_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
cb150ed7-40a2-4f61-a560-eaa75db0eb4a,5/31/25 12:44,PeptideF,peptide_F_simulated_single_channel_data_for_prediction_30s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
31cb0e5e-b51a-40fd-9683-259f95a970b1,5/31/25 12:44,PeptideG,peptide_G_simulated_single_channel_data_150s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
4bc544ba-ddb5-4563-8a29-287d965c95d6,5/31/25 12:44,PeptideG,peptide_G_simulated_single_channel_data_for_prediction_150s.csv,bakrantz,TRUE,FALSE,/Users/bakrantz/Documents/python/biosensor-project/data,,,,,1000,,"3-state, Idealized, no noise"
